ADC1	ADC2
13	32
16	30
12	30
16	32
19	30
15	30
16	34
14	32
16	32
14	33
18	30
15	29
16	38
15	32
16	28
16	32
14	29
15	33
16	32
16	32
16	31
18	34
16	28
14	30
14	31
16	31
16	31
16	31
14	32
16	31
16	29
17	30
14	32
14	35
16	33
16	30
15	31
16	30
18	30
17	26
16	30
16	32
16	32
18	31
16	28
14	32
16	29
16	29
16	33
16	29
18	27
17	34
17	33
16	32
17	32
18	28
19	32
16	32
15	29
14	31
15	32
15	30
17	32
17	31
15	28
15	29
16	32
17	29
16	32
15	27
16	32
16	28
18	31
16	32
17	32
17	30
15	30
16	31
16	29
15	32
14	30
16	34
13	28
16	30
12	30
16	32
13	29
16	33
16	32
15	30
15	32
16	29
18	29
16	26
18	32
18	32
16	30
14	30
16	31
15	31
12	27
14	31
16	31
17	33
13	34
16	34
17	29
16	32
16	29
17	32
15	30
15	29
17	29
16	32
13	34
17	32
15	32
14	33
19	30
17	33
17	30
16	31
13	35
20	30
16	30
16	34
16	29
16	31
16	28
16	30
13	30
19	33
18	33
15	28
16	32
15	32
18	28
16	32
14	32
15	30
15	30
18	34
16	11
17	28
15	33
16	32
15	32
16	33
15	31
17	30
16	28
14	30
16	30
14	31
17	29
14	33
16	29
16	32
16	31
16	34
15	34
16	28
15	30
16	32
16	33
15	32
15	32
16	28
15	30
16	34
18	30
16	30
18	31
16	32
16	30
15	32
16	34
16	30
16	33
15	26
17	29
15	33
17	32
16	32
14	34
16	26
14	32
17	32
16	31
14	32
18	34
15	33
19	29
16	32
16	30
14	33
17	29
16	28
17	30
17	29
16	32
15	32
15	30
15	31
15	32
16	30
15	31
16	29
16	32
16	30
16	27
17	30
17	32
16	29
14	33
18	30
15	28
16	30
17	32
15	29
16	32
18	30
14	30
17	31
16	32
16	33
15	34
16	32
16	32
15	31
16	31
16	32
14	31
15	30
16	31
16	30
16	27
17	27
16	30
12	30
15	32
17	35
16	30
12	29
15	24
15	29
17	30
16	28
15	33
13	32
14	34
16	28
17	32
16	30
18	31
16	31
17	32
16	32
16	31
17	30
16	31
18	32
16	31
17	32
16	31
16	32
17	29
13	31
17	29
16	30
15	30
16	30
16	31
17	32
11	32
16	30
16	39
14	31
17	30
13	33
16	30
16	33
17	28
16	32
16	30
15	30
14	30
17	32
14	29
17	30
16	32
16	32
15	32
18	30
20	31
18	28
13	35
16	30
16	33
16	30
15	32
16	29
16	31
14	30
15	31
16	32
17	32
16	31
14	31
17	33
15	33
18	28
17	32
18	30
13	29
17	30
18	30
17	30
16	34
16	31
15	30
17	30
16	30
16	30
16	31
15	32
16	33
16	32
15	32
15	26
16	32
15	30
17	30
16	32
16	29
17	32
17	32
15	30
14	32
19	30
16	32
14	30
15	30
15	31
16	32
13	30
14	27
14	32
17	30
20	30
17	29
16	32
17	30
14	32
17	31
15	30
16	29
14	28
17	32
17	30
15	32
16	37
17	32
15	30
19	32
15	30
16	34
17	31
17	34
16	29
16	32
17	32
15	30
16	29
13	30
14	31
16	32
17	32
16	30
14	32
18	26
17	30
17	27
16	30
18	29
12	32
16	31
16	32
17	32
17	29
16	31
16	28
15	30
15	33
16	30
16	32
16	32
18	30
16	32
15	31
19	29
15	33
16	32
17	32
16	28
16	33
18	31
17	30
16	30
16	30
16	27
14	33
16	29
16	29
17	29
16	28
14	30
16	29
16	32
15	32
17	29
15	32
19	28
17	30
16	32
17	30
14	33
14	31
16	32
15	29
15	26
17	30
18	30
15	37
16	32
16	31
16	33
20	33
17	31
17	31
15	34
16	30
16	35
20	32
16	29
17	32
16	30
16	29
15	33
16	31
16	30
19	30
16	31
16	32
15	30
16	29
16	30
16	32
16	32
14	33
16	30
15	30
16	30
18	32
16	27
17	32
14	26
17	30
16	33
16	31
15	34
17	32
15	32
16	32
17	32
15	28
12	30
15	31
18	32
18	33
17	28
14	33
16	30
20	33
19	30
20	32
15	29
17	31
16	34
16	32
17	30
16	30
14	28
18	32
17	32
18	31
14	34
18	29
14	31
17	29
17	37
16	32
16	32
16	32
14	25
14	30
17	29
14	28
12	29
13	32
14	30
17	32
16	32
13	30
16	27
14	27
16	29
20	32
13	31
16	32
20	30
14	32
16	26
16	32
14	28
16	31
16	30
16	29
15	28
16	31
16	32
18	27
16	32
16	30
17	34
16	33
14	30
17	35
18	32
16	32
17	32
17	31
15	32
18	32
16	29
16	30
19	30
16	32
14	32
12	28
17	33
17	28
14	30
16	32
16	32
16	32
14	32
14	33
19	30
15	28
15	30
16	32
16	32
13	30
13	36
15	30
18	34
16	31
16	30
17	27
16	32
16	32
16	32
17	31
15	32
17	30
12	33
14	27
16	30
15	31
14	31
16	32
15	28
14	27
15	32
17	33
16	32
14	35
16	32
16	31
19	30
17	30
16	27
14	29
17	31
15	32
16	33
13	32
17	31
16	29
16	33
16	32
16	30
16	29
15	33
14	28
14	30
16	29
14	33
13	30
16	30
17	31
16	29
17	33
17	29
17	32
16	29
14	32
13	32
16	34
15	32
16	30
16	31
19	32
16	32
17	30
20	34
17	28
15	34
16	30
16	30
16	29
14	32
14	30
15	29
13	30
15	33
18	27
16	33
18	29
16	32
17	30
14	30
17	30
16	30
15	30
15	28
16	34
14	30
17	33
14	29
16	33
16	30
16	32
17	33
16	32
19	32
15	31
16	31
17	30
19	30
15	32
17	28
15	30
16	30
17	29
14	32
15	31
16	30
16	30
17	33
16	31
16	30
15	30
16	31
20	36
16	30
16	32
14	30
14	30
14	33
13	29
16	30
19	38
14	30
19	29
17	32
15	29
19	32
15	28
16	29
18	29
18	30
20	32
16	30
15	34
14	32
12	32
13	32
13	32
12	32
18	33
16	32
15	30
17	28
14	30
15	32
14	32
18	29
13	28
14	35
14	35
17	29
14	32
17	32
14	30
16	30
15	32
13	32
17	28
18	32
16	27
16	31
17	27
13	31
16	29
15	32
17	30
15	31
17	34
13	31
16	29
13	32
17	32
17	31
17	29
17	28
13	32
16	30
16	25
18	32
19	30
14	32
16	33
16	30
18	30
16	30
15	32
16	32
17	30
15	32
16	31
17	30
16	29
20	30
16	31
17	30
15	29
17	32
17	30
16	30
16	32
14	30
15	30
16	30
16	30
17	31
14	30
20	32
15	29
18	32
17	32
16	29
17	30
20	32
16	30
18	30
16	32
19	32
14	30
14	27
17	33
16	30
13	25
16	31
16	31
17	32
16	32
16	30
15	30
17	32
16	30
16	34
14	32
17	32
17	32
16	29
16	32
16	32
17	31
16	30
14	32
14	29
16	28
14	30
16	29
15	30
15	30
16	32
16	33
16	31
18	29
16	30
14	32
14	31
16	27
16	29
12	30
16	32
14	27
15	32
16	32
15	30
13	33
20	31
16	33
16	31
18	30
18	29
17	30
15	30
15	32
17	32
15	30
12	33
15	30
16	31
15	33
15	31
15	32
15	30
16	32
16	31
17	33
16	32
14	34
14	32
16	36
14	28
17	30
16	28
16	34
16	29
16	31
18	29
15	29
15	26
16	32
16	31
16	32
16	33
15	32
16	32
16	31
15	34
16	31
16	37
16	33
15	30
17	31
16	32
16	28
16	30
17	31
14	33
15	28
16	32
15	28
14	31
15	30
16	30
14	31
16	34
17	32
18	30
16	32
18	32
20	30
16	32
17	31
17	31
17	30
16	30
16	28
17	29
20	29
16	29
21	30
16	32
16	30
15	28
17	31
16	28
17	32
15	28
16	32
16	31
17	31
14	32
18	32
17	33
14	32
17	28
16	30
15	32
15	28
16	32
15	30
16	29
14	35
12	29
13	32
18	33
15	30
16	30
16	31
18	28
16	32
16	34
17	30
15	34
17	30
17	31
13	33
16	32
17	29
16	32
16	32
16	29
16	32
17	30
17	28
18	31
14	30
15	29
16	31
16	29
20	31
14	28
16	30
16	32
17	32
16	28
16	32
16	32
16	31
17	32
17	30
16	29
16	30
14	32
16	33
16	30
17	30
14	30
16	32
13	33
16	32
16	29
16	34
17	29
16	31
19	32
16	29
16	32
15	31
18	30
15	28
16	34
16	32
16	33
14	28
14	30
18	30
16	34
19	30
16	34
18	30
19	28
20	30
16	29
16	31
16	33
16	32
17	29
15	32
16	34
14	29
14	30
14	29
16	30
15	29
16	32
14	32
15	30
15	32
13	31
16	32
14	31
16	33
19	32
16	28
20	32
16	34
15	30
16	29
18	32
17	30
15	31
16	29
16	34
18	30
16	30
18	32
16	34
12	30
16	31
16	32
17	30
17	30
16	30
16	29
15	32
13	31
16	30
16	32
16	32
16	30
17	32
16	33
16	32
15	28
17	34
16	32
16	29
16	33
16	30
14	30
16	32
18	33
16	30
16	29
15	31
14	32
17	27
16	32
16	32
16	31
16	29
16	31
15	32
17	32
13	32
17	30
16	30
16	33
16	32
11	32
15	28
16	36
18	32
16	32
16	33
16	31
16	32
15	31
14	32
16	32
16	27
17	32
16	30
17	28
16	26
17	32
16	32
14	30
16	30
17	30
16	32
20	34
17	29
12	32
16	31
17	29
18	30
16	30
17	33
15	32
17	29
14	31
19	30
15	28
16	32
16	32
12	29
14	33
15	30
13	33
15	28
16	30
13	32
16	33
16	32
18	33
16	29
17	30
16	33
13	30
17	32
14	31
18	30
16	32
17	30
16	29
16	29
15	29
16	30
17	31
15	31
16	30
16	29
15	32
16	30
16	32
14	37
15	27
17	30
18	29
14	30
16	28
16	32
16	33
14	33
16	32
17	32
14	28
14	32
17	32
16	34
17	30
17	30
15	32
15	30
16	33
16	27
16	33
18	33
15	30
15	31
16	29
17	30
16	30
14	30
17	30
16	30
14	31
17	29
16	31
14	33
15	32
16	30
18	30
18	32
15	32
18	34
16	32
16	28
12	27
16	32
16	32
15	33
14	32
17	32
15	25
16	32
14	32
15	30
14	19
17	32
19	32
15	30
18	30
16	32
18	30
16	32
16	30
16	32
13	32
14	33
17	28
16	30
16	29
17	30
14	28
14	33
16	32
18	29
16	32
16	30
13	33
18	32
17	33
18	32
18	30
17	31
16	33
16	30
16	31
16	32
16	30
14	34
14	32
14	33
15	27
17	30
13	34
16	37
15	32
16	30
16	28
17	33
15	30
16	34
15	27
18	29
16	31
16	31
16	32
18	29
17	34
15	26
17	32
17	33
16	29
18	32
14	32
16	30
18	29
19	32
16	30
15	30
16	30
16	34
16	34
17	29
11	32
16	32
17	29
16	29
17	32
17	28
16	32
19	32
16	31
16	32
16	30
17	30
16	33
16	30
15	30
16	32
17	29
13	30
16	30
19	30
17	29
16	30
16	33
16	31
14	31
16	31
15	33
16	30
13	29
16	32
16	32
17	32
13	27
16	30
17	32
16	33
14	29
15	32
16	30
19	32
17	30
16	30
13	33
16	32
17	30
18	32
17	33
18	32
14	32
14	30
16	32
15	29
18	28
16	29
15	32
17	32
18	30
18	32
13	30
17	30
16	32
16	29
17	32
14	32
16	29
17	32
16	32
17	28
14	28
16	36
14	32
16	30
18	30
16	32
16	26
14	32
14	33
16	28
18	32
15	33
21	34
16	31
17	32
13	32
14	35
15	29
16	31
17	32
18	32
16	30
16	27
16	30
16	33
17	31
16	30
17	30
14	28
16	32
17	32
14	30
16	32
17	30
17	29
16	30
16	31
18	33
19	34
14	34
16	32
14	32
16	31
15	29
16	32
14	32
16	32
15	29
15	28
16	32
14	32
18	32
15	44
13	31
14	29
20	32
14	28
17	30
14	29
16	28
19	30
13	31
16	27
16	29
15	32
14	29
14	32
18	34
16	32
15	30
12	30
16	32
10	29
12	29
17	34
15	31
14	30
16	32
16	30
14	28
16	29
14	30
16	32
16	32
16	31
16	34
16	29
16	33
14	32
19	32
16	32
16	29
16	30
17	32
17	29
19	33
16	32
14	32
14	30
16	32
17	35
17	31
16	30
15	34
18	32
18	31
14	32
16	33
15	30
16	30
15	30
18	33
16	28
17	29
16	32
13	33
17	32
