ADC1	ADC2
1425	40
1425	28
1211	29
1485	33
1344	26
1206	31
1500	33
1276	26
1233	38
1478	28
1232	27
1419	37
1427	27
1213	28
1478	33
1351	26
1206	30
1497	30
1280	27
1219	37
1478	29
1235	27
1409	39
1432	27
1213	28
1483	35
1358	24
1206	32
1496	31
1286	26
1225	36
1480	32
1236	28
1403	42
1438	27
1216	30
1479	32
1366	27
1206	32
1492	33
1285	26
1221	34
1483	30
1239	27
1393	42
1443	27
1212	29
1477	36
1375	25
1204	32
1495	33
1293	26
1214	38
1491	29
1239	27
1376	44
1441	24
1214	30
1465	36
1381	25
1202	29
1492	32
1299	25
1215	32
1487	30
1244	28
1358	47
1449	27
1219	34
1462	30
1384	28
1205	28
1495	33
1308	30
1213	31
1489	32
1245	25
1332	48
1454	29
1222	30
1455	36
1391	23
1208	35
1489	32
1312	28
1212	32
1495	31
1249	26
1309	48
1457	27
1220	27
1455	37
1397	26
1209	28
1491	31
1318	24
1208	30
1495	29
1253	26
1286	49
1462	31
1224	29
1450	42
1402	26
1207	27
1485	33
1327	25
1208	32
1494	34
1258	25
1267	48
1465	30
1221	29
1443	38
1408	28
1207	31
1483	33
1329	24
1204	29
1498	31
1260	27
1251	44
1473	26
1230	33
1434	38
1418	27
1210	29
1480	35
1340	21
1211	30
1498	29
1273	24
1240	40
1474	27
1230	28
1423	40
1423	27
1210	29
1479	34
1348	23
1202	32
1496	32
1273	26
1232	40
1477	27
1233	30
1415	40
1434	24
1214	34
1477	35
1353	24
1205	32
1498	30
1278	27
1226	37
1478	29
1234	28
1406	41
1431	28
1212	29
1479	32
1359	27
1207	29
1496	30
1281	27
1222	38
1480	27
1237	28
1395	43
1439	26
1211	31
1476	32
1365	24
1208	29
1495	32
1287	26
1219	37
1489	29
1239	29
1387	41
1437	27
1217	29
1471	34
1368	25
1206	32
1495	34
1291	28
1212	36
1488	30
1241	29
1373	42
1441	26
1214	34
1474	33
1377	24
1209	29
1497	29
1294	26
1213	34
1488	28
1243	27
1362	48
1447	29
1218	29
1467	34
1380	27
1203	30
1490	33
1299	25
1209	34
1491	28
1242	28
1345	43
1451	28
1221	32
1460	35
1383	26
1210	30
1495	32
1305	24
1212	32
1489	30
1246	25
1329	42
1450	28
1217	32
1456	36
1391	25
1207	28
1500	32
1310	26
1205	32
1488	33
1249	28
1310	45
1455	28
1225	27
1449	34
1393	26
1209	29
1491	32
1313	26
1209	27
1491	29
1255	26
1291	47
1461	27
1226	32
1449	36
1400	25
1207	29
1492	33
1316	22
1205	31
1490	31
1256	28
1284	45
1463	26
1221	29
1444	40
1405	28
1209	29
1490	32
1320	26
1205	32
1499	31
1257	27
1272	44
1463	28
1224	29
1442	40
1406	26
1208	29
1487	33
1326	27
1205	32
1494	32
1261	27
1260	43
1469	28
1222	29
1438	40
1415	27
1207	32
1486	33
1330	27
1205	32
1493	32
1265	26
1252	43
1470	28
1224	30
1437	37
1420	25
1209	30
1484	35
1339	25
1200	32
1492	32
1271	24
1247	43
1473	30
1229	30
1425	41
1420	23
1210	32
1484	35
1341	27
1203	30
1494	32
1273	24
1236	38
1474	28
1230	29
1419	40
1422	24
1210	32
1483	34
1349	26
1207	32
1493	32
1272	24
1224	35
1479	25
1229	27
1414	42
1425	28
1215	33
1475	36
1348	25
1203	33
1493	31
1277	28
1223	36
1479	30
1231	29
1409	37
1427	28
1217	29
1480	34
1357	24
1202	32
1492	33
1282	22
1227	34
1483	27
1234	27
1399	41
1433	27
1215	31
1474	31
1361	26
1201	31
1493	32
1284	23
1213	35
1480	29
1237	28
1394	42
1436	26
1213	28
1474	32
1368	26
1203	30
1494	33
1286	26
1217	37
1490	32
1236	27
1384	42
1441	26
1214	29
1470	39
1370	27
1202	35
1493	36
1291	27
1211	32
1487	28
1240	27
1370	44
1441	26
1210	30
1466	36
1378	25
1200	31
1492	27
1292	26
1211	34
1488	30
1242	26
1360	46
1446	30
1218	29
1461	38
1381	26
1203	30
1493	32
1302	27
1209	34
1489	32
1241	25
1342	48
1450	28
1218	30
1460	38
1385	24
1207	29
1493	36
1306	27
1206	34
1490	28
1245	27
1326	42
1449	29
1216	27
1456	37
1391	26
1206	27
1489	30
1311	26
1207	32
1489	32
1248	27
1309	46
1456	26
1222	29
1452	38
1395	24
1207	28
1488	34
1315	22
1205	31
1493	32
1251	27
1286	44
1459	24
1221	29
1447	38
1399	26
1202	30
1486	32
1318	25
1206	31
1495	32
1254	29
1274	47
1464	27
1222	25
1442	38
1406	27
1205	32
1487	33
1325	24
1207	29
1493	31
1258	27
1264	46
1466	26
1221	30
1439	37
1410	27
1207	35
1483	33
1328	22
1206	35
1494	36
1258	25
1254	43
1466	28
1227	28
1435	38
1413	23
1209	28
1481	34
1331	24
1201	32
1491	29
1263	29
1246	43
1464	29
1225	34
1432	39
1413	25
1209	31
1483	35
1336	26
1204	31
1492	33
1265	28
1237	42
1470	25
1228	30
1426	37
1419	26
1207	33
1477	34
1344	25
1203	30
1498	32
1271	25
1232	39
1470	27
1228	30
1422	37
1424	25
1208	29
1476	36
1349	26
1210	31
1497	29
1272	26
1227	40
1472	29
1230	28
1411	41
1425	27
1211	32
1473	33
1351	24
1205	33
1492	30
1276	27
1223	33
1477	29
1231	26
1402	39
1430	25
1213	30
1476	36
1357	24
1203	29
1493	37
1282	26
1218	36
1480	29
1233	28
1394	40
1436	24
1212	32
1474	35
1360	25
1207	32
1491	32
1283	25
1214	35
1480	29
1235	28
1383	43
1436	27
1213	30
1474	36
1366	23
1205	27
1495	32
1291	26
1212	34
1484	30
1238	28
1374	43
1438	28
1211	28
1470	36
1373	25
1205	32
1490	31
1292	27
1211	35
1482	33
1240	33
1362	44
1443	27
1214	29
1463	33
1374	26
1205	33
1497	34
1301	27
1211	32
1486	30
1240	28
1350	42
1447	25
1219	30
1461	37
1381	25
1203	34
1493	30
1300	24
1207	31
1484	30
1243	28
1332	43
1453	30
1216	30
1452	39
1388	23
1205	28
1491	34
1301	24
1206	32
1489	32
1247	24
1315	47
1453	27
1217	29
1449	37
1390	25
1206	32
1485	32
1307	22
1206	33
1487	32
1252	28
1298	46
1455	25
1215	30
1448	40
1393	22
1206	32
1487	32
1311	26
1199	32
1487	29
1248	32
1287	49
1459	28
1220	30
1443	37
1404	25
1207	30
1487	35
1318	27
1200	30
1491	28
1254	26
1270	46
1463	26
1220	29
1437	36
1401	28
1206	30
1481	35
1322	27
1203	31
1492	32
1257	27
1267	43
1464	26
1221	28
1435	38
1409	24
1205	29
1484	33
1325	26
1201	34
1490	30
1263	26
1250	44
1468	30
1224	25
1431	39
1409	29
1205	30
1482	32
1332	25
1202	30
1493	31
1263	25
1239	40
1469	29
1222	30
1426	37
1416	26
1209	30
1475	34
1339	27
1201	32
1487	31
1266	27
1230	38
1468	27
1227	29
1419	40
1426	28
1209	27
1479	36
1345	22
1207	35
1492	31
1273	27
1223	38
1475	30
1232	30
1415	40
1424	26
