ADC1	ADC2
1492	30
1260	28
1245	43
1469	29
1222	28
1424	43
1413	26
1204	30
1478	33
1336	27
1199	30
1495	27
1263	26
1244	41
1470	26
1231	30
1425	41
1416	26
1209	35
1477	32
1335	25
1199	29
1496	30
1262	26
1238	42
1476	27
1224	26
1430	37
1420	24
1207	28
1474	32
1340	24
1202	32
1492	32
1265	25
1241	43
1473	26
1226	27
1421	37
1419	26
1209	30
1476	33
1335	25
1207	32
1497	30
1265	28
1235	46
1473	27
1225	28
1420	40
1422	24
1209	28
1478	37
1344	27
1202	32
1491	31
1271	27
1232	40
1476	30
1234	30
1413	38
1424	27
1207	29
1477	32
1346	25
1201	30
1495	30
1272	27
1232	38
1478	30
1234	25
1415	40
1426	28
1211	30
1476	34
1349	24
1203	28
1499	33
1275	26
1226	40
1476	30
1228	30
1409	42
1430	27
1211	28
1477	35
1351	23
1203	30
1494	30
1276	24
1228	35
1479	30
1235	30
1405	39
1428	27
1209	29
1477	33
1357	24
1203	34
1498	32
1281	26
1222	36
1482	29
1233	28
1398	40
1430	28
1213	30
1473	32
1358	24
1203	31
1494	31
1280	26
1214	36
1476	33
1233	28
1393	44
1436	29
1215	29
1475	34
1361	28
1205	34
1494	33
1281	27
1221	35
1480	30
1236	29
1386	46
1437	26
1212	30
1468	36
1364	25
1207	32
1492	32
1284	25
1219	36
1484	28
1237	26
1381	40
1438	25
1216	29
1470	32
1366	24
1207	30
1493	30
1288	28
1214	33
1480	29
1243	29
1375	43
1439	26
1218	28
1471	34
1368	25
1206	30
1494	33
1290	25
1218	36
1487	27
1241	28
1376	42
1439	26
1211	32
1471	32
1365	25
1203	29
1494	31
1291	26
1215	32
1488	32
1238	30
1376	40
1443	29
1213	27
1471	34
1367	23
1207	32
1493	32
1291	25
1216	37
1483	30
1237	28
1377	43
1439	27
1215	29
1468	35
1370	30
1204	33
1491	32
1288	25
1216	33
1483	30
1238	28
1375	42
1439	29
1215	29
1473	37
1374	28
1203	32
1491	31
1288	27
1212	34
1488	30
1238	28
1371	44
1439	27
1215	28
1473	37
1376	24
1208	29
1498	32
1290	28
1220	34
1484	29
1242	27
1374	42
1440	27
1213	29
1467	36
1375	26
1206	31
1496	30
1291	25
1218	33
1487	29
1236	26
1371	41
1445	26
1214	32
1469	37
1374	26
1205	28
1492	32
1291	30
1210	36
1486	28
1241	26
1366	44
1444	26
1215	26
1466	33
1373	24
1203	29
1493	32
1293	28
1210	31
1486	28
1241	29
1362	46
1445	25
1216	29
1468	37
1374	22
1204	32
1490	30
1295	25
1213	35
1489	29
1240	28
1358	43
1444	26
1214	29
1466	34
1374	23
1203	32
1492	30
1296	28
1213	34
1484	34
1242	29
1355	45
1444	27
1216	28
1463	33
1376	27
1204	29
1493	30
1300	25
1216	32
1488	27
1242	28
1351	44
1444	25
1215	28
1458	40
1380	25
1201	29
1491	30
1296	27
1206	35
1490	28
1246	29
1344	43
1450	26
1215	28
1463	32
1383	26
1208	30
1496	32
1300	25
1216	32
1487	30
1246	28
1344	45
1446	29
1215	28
1460	39
1382	23
1210	30
1494	32
1301	27
1209	35
1489	26
1245	28
1340	45
1451	25
1218	29
1458	34
1381	25
1204	32
1495	32
1302	25
1212	32
1484	30
1244	24
1331	45
1447	26
1216	30
1460	40
1386	24
1206	29
1488	34
1302	26
1211	34
1489	29
1246	27
1327	47
1450	29
1218	33
1455	36
1383	26
1206	34
1491	30
1305	24
1209	30
1487	29
1247	27
1325	48
1456	28
1219	28
1458	38
1391	27
1205	29
1489	35
1306	27
1207	32
1488	30
1249	25
1318	46
1453	27
1221	30
1457	38
1390	22
1209	31
1491	34
1306	27
1210	32
1491	28
1251	26
1312	50
1455	28
1221	30
1453	39
1394	29
1208	29
1487	32
1307	26
1207	32
1488	28
1252	24
1303	44
1456	28
1220	29
1449	38
1393	24
1205	32
1493	33
1309	26
1210	36
1489	25
1252	25
1300	46
1455	27
1219	31
1451	36
1394	26
1203	30
1492	32
1313	26
1208	30
1491	28
1249	28
1290	43
1460	28
1220	28
1448	37
1396	26
1204	32
1489	32
1315	23
1206	33
1489	30
1253	24
1283	47
1456	29
1220	28
1447	38
1402	28
1206	32
1484	34
1319	22
1207	37
1494	29
1255	30
1276	46
1461	29
1223	27
1442	38
1402	25
1206	32
1489	33
1320	27
1205	30
1490	27
1254	28
1269	44
1461	30
1223	24
1443	39
1405	28
1207	30
1485	32
1325	24
1207	32
1492	29
1259	28
1257	46
1464	28
1228	28
1439	37
1413	28
1210	32
1485	30
1326	22
1206	34
1492	31
1256	26
1257	43
1465	31
1224	28
1439	38
1410	26
1207	28
1483	34
1324	27
1203	33
1491	30
1258	29
1258	44
1465	29
1218	29
1434	38
1411	26
1208	32
1483	33
1328	26
1205	30
1491	29
1259	25
1253	43
1468	24
1223	31
1435	36
1407	29
1211	29
1482	32
1328	26
1204	31
1493	32
1262	27
1245	46
1466	25
1225	32
1431	41
1409	28
1205	31
1482	34
1328	26
1205	32
1494	29
1265	28
1251	44
1464	26
1227	31
1434	36
1412	27
1207	32
1485	34
1327	26
1204	31
1491	28
1263	25
1247	42
1467	28
1223	27
1431	40
1416	26
1210	29
1487	34
1330	24
1207	32
1492	29
1265	26
1243	40
1468	28
1223	29
1430	39
1416	26
1210	30
1479	33
1333	30
1205	33
1494	32
1269	24
1242	41
1465	29
1222	29
1430	37
1417	29
1212	32
1487	32
1333	25
1204	32
1494	32
1266	26
1242	43
1471	25
1224	28
1431	39
1416	30
1208	34
1486	33
1335	25
1199	32
1491	32
1266	26
1241	42
1473	24
1222	26
1433	40
1415	28
1208	32
1485	32
1334	23
1201	30
1492	30
1265	23
1240	42
1469	28
1227	28
1429	38
1415	26
1211	29
1488	32
1332	25
1202	28
1493	32
1265	26
1248	41
1467	29
1228	28
1431	37
1415	26
1210	26
1485	39
1336	23
1202	33
1494	32
1266	27
1244	40
1471	25
1224	26
1432	37
1415	26
1207	29
1485	33
1334	24
1204	31
1495	28
1262	27
1247	41
1469	26
1226	29
1429	38
1413	25
1213	34
1484	34
1332	25
1199	32
1492	27
1264	28
1243	42
1469	28
1223	30
1429	38
1411	26
1208	32
1482	29
1329	26
1204	35
1492	29
1264	28
1244	40
1471	27
1226	29
1429	39
1413	27
1209	32
1478	32
1333	26
1203	33
1493	29
1266	26
1240	41
1471	26
1227	28
1427	42
1416	28
1208	28
1481	31
1337	30
1201	33
1492	32
1266	23
1236	42
1471	27
1224	31
1425	40
1418	29
1206	31
1482	37
1339	24
1198	32
1494	28
1265	28
1238	40
1470	28
1223	35
1424	40
1416	27
1211	32
1479	36
1336	25
1202	29
1493	29
1270	29
1233	40
1469	28
1225	28
1422	38
1426	26
1208	29
1476	33
1340	24
1205	32
1491	28
1270	25
1225	40
1471	29
1227	29
1418	39
1419	30
1209	29
1478	34
1343	23
1208	29
1497	32
1272	27
1228	38
1473	26
1229	27
1420	40
1427	26
1207	28
1479	34
1348	25
1200	32
1493	32
1266	27
1228	37
1477	28
1227	29
1417	41
1423	27
1207	32
1475	36
1343	28
1201	35
1491	28
1272	24
1230	41
1474	24
1227	27
1417	39
1425	27
1210	29
1479	33
1346	27
1199	31
1487	32
1269	27
1225	39
1473	29
1228	28
1409	43
1424	28
1212	29
1476	36
1349	23
1203	32
1497	31
1273	26
1219	37
1472	33
1225	30
1410	39
1428	26
1207	34
1477	30
1348	25
1203	32
1492	33
1270	29
1224	38
1479	31
1227	29
1409	40
1421	29
1209	26
1474	36
1346	29
1201	32
1492	30
1274	26
1223	37
1476	32
1229	28
1409	44
1427	28
1209	29
1473	37
1352	24
1203	33
1490	34
1274	28
1222	34
1475	28
1226	32
1407	36
1425	26
1210	29
1471	32
