ADC1	ADC2
3256	37
3009	24
2845	33
3265	31
2920	27
2946	55
3221	28
2872	30
3195	40
3140	32
2851	30
3257	39
3023	28
2848	32
3266	32
2930	24
2924	49
3225	28
2873	31
3193	41
3148	12
2850	18
3254	20
3033	25
2852	32
3266	31
2933	26
2911	48
3231	28
2874	29
3187	43
3153	25
2853	29
3248	38
3037	24
2846	32
3267	30
2940	29
2898	51
3235	30
2880	29
3177	42
3163	25
2854	30
3249	33
3043	24
2845	33
3265	34
2943	25
2891	48
3237	28
2880	30
3169	38
3169	26
2856	31
3248	36
3058	25
2843	27
3267	36
2952	15
2879	22
3238	17
2884	26
3154	40
3173	24
2857	29
3245	35
3066	24
2847	30
3269	34
2955	26
2870	39
3248	34
2883	28
3137	48
3177	26
2857	32
3243	38
3074	26
2844	32
3264	30
2964	24
2860	36
3253	28
2890	31
3128	45
3183	27
2862	28
3237	36
3084	26
2844	33
3267	35
2970	27
2859	36
3250	31
2894	28
3113	49
3189	28
2862	29
3234	35
3089	24
2842	34
3260	30
2974	27
2853	35
3256	28
2896	30
3095	50
3194	30
2860	30
3226	38
3092	26
2843	35
3265	35
2981	24
2851	32
3257	32
2898	26
3075	48
3197	25
2861	34
3219	38
3100	23
2841	33
3260	36
2989	22
2848	34
3255	32
2901	29
3048	55
3202	29
2866	30
3213	37
3117	24
2842	32
3260	33
2996	26
2845	36
3256	31
2907	28
3009	54
3210	28
2869	29
3205	41
3127	25
2840	33
3256	34
3006	26
2845	36
3258	31
2911	27
2977	56
3217	29
2870	29
3191	45
3136	26
2843	30
3251	35
3016	24
2845	27
3262	32
2918	27
2947	58
3221	30
2872	29
3189	42
3141	27
2852	32
3249	36
3024	27
2839	32
3265	32
2926	27
2917	51
3228	31
2872	29
3174	43
3150	23
2843	29
3249	36
3031	25
2843	32
3264	37
2931	28
2898	49
3233	26
2876	26
3166	43
3154	25
2849	30
3240	34
3048	27
2841	33
3263	34
2937	26
2881	48
3237	30
2881	31
3151	42
3163	24
2852	32
3241	32
3058	25
2843	30
3264	32
2944	26
2869	44
3239	30
2884	28
3137	45
3173	28
2853	30
3237	37
3065	25
2839	34
3261	33
2952	26
2864	36
3244	30
2885	32
3113	47
3178	28
2851	27
3235	36
3073	25
2840	30
3260	35
2957	25
2853	40
3243	31
2884	33
3092	48
3177	26
2854	32
3225	37
3079	27
2832	27
3252	33
2962	23
2846	38
3244	32
2885	26
3063	56
3181	26
2843	32
3212	41
3082	25
2829	30
3245	33
2964	24
2831	35
3236	31
2879	25
3018	55
3181	27
2837	32
3189	40
3091	25
2819	29
3236	31
2965	26
2817	38
3231	29
2881	29
2967	56
3181	32
2831	28
3174	40
3086	27
2809	29
3224	34
2965	26
2808	35
3222	32
2873	26
2925	55
3177	26
2826	28
3159	42
3093	26
2803	34
3215	33
2964	23
2796	34
3222	32
2871	26
2885	54
3175	25
2825	28
3141	46
3095	26
2794	29
3201	35
2971	26
2792	32
3214	28
2872	30
2861	52
3177	29
2819	26
3126	43
3099	27
2794	30
3197	34
2976	24
2783	32
3208	32
2877	26
2835	48
3176	28
2813	30
3114	43
3098	29
2788	32
3194	35
2979	26
2778	32
3203	33
2873	26
2819	45
3173	29
2813	28
3099	44
3099	25
2784	31
3184	35
2985	26
2772	35
3201	33
2879	27
2809	43
3178	25
2812	28
3087	43
3101	25
2785	32
3174	36
2992	25
2774	31
3197	32
2883	24
2798	40
3175	30
2813	30
3076	45
3105	26
2782	34
3177	35
2996	28
2769	32
3195	32
2886	26
2794	39
3177	28
2812	30
3062	46
3115	28
2787	28
3171	34
3004	26
2766	32
3201	33
2894	25
2789	35
3183	28
2821	27
3053	49
3116	26
2789	30
3170	36
3016	26
2775	30
3194	32
2900	24
2784	37
3186	33
2823	26
3038	50
3125	25
2790	32
3164	38
3024	25
2774	33
3199	34
2909	23
2786	37
3188	30
2832	29
3020	52
3131	28
2795	31
3165	38
3035	24
2778	33
3197	31
2920	25
2786	37
3198	31
2835	28
2996	52
3137	28
2797	29
3155	37
3049	26
2777	34
3201	33
2932	26
2786	32
3203	30
2846	28
2978	55
3146	26
2802	29
3159	40
3059	24
2783	30
3203	34
2944	28
2786	32
3211	32
2851	26
2958	54
3158	25
2814	26
3158	41
3068	27
2791	31
3208	35
2956	26
2792	32
3217	32
2862	28
2934	56
3169	30
2819	28
3156	43
3085	26
2799	31
3208	34
2967	25
2798	34
3219	29
2871	27
2911	53
3179	26
2826	30
3149	41
3097	24
2806	33
3213	34
2979	26
2800	34
3227	33
2879	27
