ADC1	ADC2
2840	36
3266	33
2944	26
2875	42
3236	30
2881	26
3148	44
3165	28
2852	32
3243	34
3059	24
2839	35
3265	32
2948	26
2866	40
3239	31
2887	26
3131	50
3170	27
2850	31
3233	35
3066	24
2839	35
3261	35
2953	24
2863	39
3245	28
2887	28
3117	49
3176	25
2853	28
3234	32
3075	23
2842	30
3260	34
2961	25
2857	40
3248	28
2884	30
3102	49
3182	27
2853	28
3229	36
3081	26
2839	29
3258	34
2968	24
2850	37
3249	32
2888	31
3080	48
3185	25
2856	30
3227	36
3089	24
2841	32
3260	34
2969	27
2851	36
3251	28
2892	27
3065	53
3189	32
2854	30
3218	37
3096	30
2840	32
3256	34
2978	24
2846	34
3251	28
2899	27
3037	53
3196	29
2857	29
3212	40
3104	22
2839	32
3253	32
2984	24
2844	32
3254	36
2906	27
3007	55
3203	28
2858	31
3204	43
3112	24
2842	29
3252	33
2987	25
2843	34
3256	29
2902	30
2990	52
3204	26
2861	29
3202	40
3119	26
2839	34
3252	36
2993	24
2843	33
3253	32
2905	26
2967	53
3207	30
2860	29
3197	41
3124	27
2840	32
3251	34
2998	26
2841	33
3255	32
2913	26
2943	57
3217	27
2866	30
3191	42
3130	24
2841	31
3245	38
3010	23
2839	32
3254	32
2914	27
2928	53
3216	30
2864	29
3185	39
3137	26
2841	30
3248	35
3012	24
2841	32
3257	29
2920	29
2915	55
3218	26
2864	30
3178	42
3143	25
2845	26
3241	37
3026	26
2839	30
3259	34
2925	26
2900	46
3223	28
2869	31
3173	41
3149	29
2842	30
3240	37
3027	22
2837	32
3258	32
2933	26
2889	48
3227	29
2866	31
3166	42
3153	26
2845	32
3241	34
3037	28
2833	32
3260	31
2933	24
2878	41
3231	28
2869	30
3156	43
3160	28
2844	32
3238	36
3046	23
2832	33
3259	29
2943	26
2868	40
3236	24
2875	29
3148	43
3166	28
2850	29
3238	39
3057	25
2837	33
3263	33
2950	26
2863	44
3240	30
2882	30
3135	46
3171	26
2849	29
3235	35
3059	26
2835	36
3257	32
2955	28
2857	41
3241	29
2885	26
3125	47
3172	26
2852	34
3229	41
3078	24
2833	33
3257	34
2963	25
2855	34
3244	26
2882	30
3115	44
3178	26
2848	30
3227	36
3076	24
2833	33
3257	31
2964	27
2850	37
3245	33
2885	31
3096	50
3183	26
2853	33
3221	36
3085	25
2833	30
3258	35
2970	28
2841	34
3250	29
2889	28
3077	51
3192	28
2855	28
3219	40
3093	24
2835	29
3251	35
2976	27
2842	37
3248	28
2890	28
3055	50
3198	28
2857	25
3210	44
3102	30
2830	29
3253	33
2985	25
2841	35
3248	32
2894	27
3032	55
3198	32
2858	28
3205	41
3110	26
2832	32
3253	36
2991	27
2844	33
3248	28
2901	24
3007	53
3204	28
2859	31
3198	43
3119	26
2835	33
3251	34
2997	25
2833	28
3253	30
2904	29
2973	55
3207	27
2861	29
3193	38
3118	26
2838	30
3242	36
3006	26
2839	32
3254	31
2910	27
2955	56
3209	28
2868	30
3188	41
3130	25
2833	29
3245	34
3011	26
2835	30
3256	31
2913	25
2930	56
3217	28
2862	26
3181	39
3136	28
2838	34
3243	34
3019	24
2833	32
3261	30
2919	31
2910	51
3221	32
2867	27
3172	44
3141	27
2837	31
3245	34
3029	32
2835	34
3264	32
2923	29
2895	53
3224	26
2873	27
3166	44
3150	26
2841	31
3238	36
3036	26
2831	36
3257	32
2927	27
2883	48
3226	30
2871	34
3148	44
3155	26
2844	30
3242	38
3045	26
2833	33
3259	32
2933	28
2872	41
3233	27
2875	27
3139	46
3159	25
2843	32
3239	30
3059	25
2833	30
3256	32
2943	27
2864	41
3235	28
2878	31
3130	49
3164	28
2844	32
3235	40
3063	21
2836	33
3260	32
2948	27
2858	39
3238	30
2882	28
3118	48
3169	28
2845	33
3233	39
3069	29
2836	34
3257	33
2955	27
2854	40
3240	35
2886	26
3100	48
3177	27
2847	28
3225	38
3079	25
2831	30
3255	32
2959	27
2849	36
3242	33
2885	25
3080	51
3182	29
2849	31
3222	38
3086	21
2835	32
3257	35
2967	26
2846	37
3246	32
2892	26
3052	52
3189	28
2853	29
3217	38
3093	27
2836	35
3252	32
2972	27
2841	36
3249	33
2898	26
3024	56
3195	29
2855	32
3208	40
3103	27
2836	30
3254	33
2983	27
2845	38
3251	30
2902	28
2996	54
3201	26
2857	34
3203	44
3117	25
2835	30
3251	36
2991	25
2840	33
3254	29
2905	26
2965	55
3200	31
2859	30
3193	41
3124	26
2835	28
3251	34
3001	27
2837	36
3255	33
2908	27
2938	54
3211	30
2858	29
3187	40
3128	24
2841	32
3251	35
3007	24
2835	36
3257	34
2918	26
2917	54
3216	30
2864	26
3181	41
3137	21
2839	32
3249	33
3018	25
2835	31
3259	32
2920	23
2903	49
3222	27
2869	30
3172	41
3143	26
2842	30
3247	36
3025	26
2831	29
3257	32
2929	30
2889	48
3225	28
2871	26
3161	40
3151	27
2845	32
3241	39
3037	26
2835	30
3255	34
2934	28
2876	42
3229	34
2872	29
3156	47
3160	25
2848	26
3235	39
3044	25
2834	35
3258	28
2941	28
2863	38
3233	27
2877	30
3140	46
3164	29
2846	28
3235	36
3055	25
2834	32
3257	32
2953	26
2856	38
3238	32
2878	27
3125	45
3173	30
2849	34
3232	38
3070	26
2833	33
3254	34
2961	26
2850	39
3244	27
2884	25
3105	48
3180	28
2846	28
3224	40
3080	26
2836	32
3254	33
2969	25
2844	36
3245	29
2885	26
3086	50
3186	29
2851	32
3219	38
3092	22
2832	32
3256	38
2977	25
2840	35
3246	32
2893	27
3067	53
3189	28
2851	29
3212	34
3098	28
2834	32
3252	36
2979	28
2843	35
3249	29
2893	25
3039	52
3198	29
2854	32
3203	40
3105	26
2834	31
3251	33
2986	26
2839	29
3251	32
2898	27
3010	56
3203	29
2861	30
3193	40
3117	27
2834	36
3248	35
2997	26
2840	32
3252	29
2902	30
2976	55
3207	28
2862	28
3194	42
3123	26
2835	32
3245	35
3007	24
2835	33
3255	28
2907	25
2950	59
3211	26
2862	29
3184	42
3136	24
2840	32
3243	35
3016	24
2832	33
3255	34
2912	28
2922	54
3216	26
2868	29
3177	41
3141	24
2844	31
3241	30
3018	25
2838	32
3257	28
2923	30
2905	50
3220	26
2869	28
3167	42
3144	26
2839	29
3244	34
3032	26
2836	33
3259	33
2923	25
2890	49
3225	32
2867	29
3153	47
3152	28
2840	30
3239	35
3041	25
2834	34
3257	33
2933	27
2877	42
3229	27
2874	27
3139	42
3163	29
2844	32
3236	34
3051	26
2833	29
3259	33
2942	26
2863	41
3233	32
2877	28
3129	47
3168	27
2844	29
3235	37
3059	22
2834	32
3259	31
2947	27
2860	37
3239	26
2878	29
3114	46
3171	26
2846	31
3226	36
3070	25
2836	34
3260	33
2955	24
2853	36
3245	28
2886	29
3097	48
3181	26
2844	29
3225	37
3081	21
2834	30
3255	32
2965	27
2849	40
3246	34
2888	30
3075	52
3188	28
2852	29
3213	38
3093	25
2833	32
3253	35
2969	22
2840	35
3250	30
2892	29
3048	54
3188	24
2852	26
3205	36
3100	27
2840	32
3250	32
2976	26
2841	33
3247	32
2896	29
3015	54
3201	27
