ADC1	ADC2
2927	53
3210	28
2853	32
3175	44
3127	27
2833	30
3240	34
3011	27
2829	29
3249	33
2912	26
2903	50
3213	28
2860	30
3165	44
3136	27
2837	30
3242	33
3017	25
2827	36
3251	32
2919	29
2881	48
3225	32
2863	32
3159	45
3142	26
2835	31
3231	36
3031	22
2827	31
3253	34
2927	24
2866	43
3227	30
2867	30
3145	42
3153	26
2838	30
3231	36
3043	25
2824	32
3250	31
2940	27
2855	43
3231	29
2872	27
3128	46
3163	28
2838	32
3227	37
3055	25
2826	31
3252	34
2945	26
2848	42
3233	30
2874	28
3114	46
3165	29
2840	33
3224	38
3069	26
2823	33
3248	34
2953	26
2841	36
3239	31
2879	27
3090	49
3180	24
2841	29
3217	38
3078	26
2827	28
3249	35
2962	26
2834	35
3244	27
2884	28
3058	52
3183	30
2847	32
3207	38
3089	24
2828	33
3245	34
2974	29
2836	34
3245	30
2887	28
3024	52
3189	29
2850	31
3201	42
3105	24
2827	34
3245	34
2984	24
2829	32
3251	32
2894	25
2983	57
3200	30
2853	30
3188	38
3118	28
2833	27
3242	31
2995	28
2826	32
3247	32
2903	30
2939	54
3209	29
2854	30
3176	42
3129	27
2829	30
3241	38
3007	23
2827	30
3250	34
2914	28
2913	55
3212	28
2860	30
3164	42
3133	30
2838	30
3234	38
3018	26
2830	32
3249	32
2916	28
2891	50
3217	30
2867	31
3152	43
3147	27
2837	32
3234	35
3031	22
2829	32
3252	32
2929	32
2869	44
3224	30
2870	27
3140	48
3155	25
2837	33
3227	36
3046	26
2828	33
3255	31
2935	27
2854	42
3232	32
2873	28
3123	48
3161	26
2837	31
3228	37
3059	22
2827	31
3252	31
2947	28
2849	38
3235	28
2871	27
3107	46
3169	26
2841	29
3218	33
3067	26
2828	33
3253	32
2950	27
2844	39
3241	32
2881	28
3083	51
3177	28
2844	32
3214	36
3079	25
2829	29
3250	34
2965	26
2839	33
3245	30
2881	27
3051	51
3185	32
2847	32
3204	38
3092	25
2830	33
3252	37
2969	25
2839	35
3247	30
2891	28
3011	55
3193	28
2847	29
3198	43
3098	25
2830	32
3248	30
2979	25
2831	36
3245	37
2894	28
2982	54
3196	30
2851	29
3192	39
3107	27
2834	32
3246	35
2989	24
2826	32
3247	29
2899	26
2945	52
3202	28
2853	29
3183	40
3119	24
2829	31
3241	36
3002	25
2828	33
3250	30
2907	29
2922	56
3206	26
2854	26
3173	40
3126	28
2834	33
3234	40
3013	30
2826	32
3247	32
2913	27
2896	52
3211	28
2859	29
3160	41
3139	28
2831	32
3234	35
3023	23
2822	33
3252	33
2921	32
2875	47
3221	30
2858	31
3153	44
3145	27
2834	28
3230	36
3035	24
2822	32
3247	30
2929	27
2867	44
3226	31
2866	25
3137	43
3155	29
2834	29
3232	39
3048	24
2825	32
3250	32
2939	30
2851	39
3229	28
2868	26
3121	48
3159	26
2838	31
3224	33
3056	26
2825	28
3247	33
2948	24
2843	37
3235	28
2871	26
3099	49
3176	23
2839	31
3219	41
3071	24
2821	28
3245	37
2957	24
2833	35
3239	30
2876	28
3071	50
3175	27
2842	31
3207	46
3086	26
2826	33
3245	34
2967	26
2829	36
3238	30
2880	28
3038	53
3181	25
2842	29
3198	36
3095	26
2826	34
3239	33
2973	26
2827	34
3243	30
2890	28
2990	54
3191	29
2845	29
3185	42
3107	24
2820	30
3236	35
2986	27
2823	32
3242	29
2889	27
2948	58
3198	29
2848	29
3169	40
3113	27
2821	32
3229	32
2994	26
2815	32
3240	33
2896	27
2905	54
3198	28
2844	29
3157	42
3122	24
2818	30
3226	36
3002	26
2816	33
3236	32
2901	27
2873	50
3200	29
2842	30
3141	42
3127	25
2815	31
3222	34
3011	22
2807	33
3233	34
2905	24
2849	48
3203	29
2843	28
3124	43
3131	26
2815	32
3208	36
3021	23
2805	35
3231	34
2913	29
2832	43
3208	28
2848	32
3103	46
3140	26
2814	30
3201	38
3035	25
2807	34
3231	34
2915	32
2823	37
3212	29
2849	27
3075	49
3149	26
2815	30
3194	37
3047	24
2802	32
3227	33
2935	26
2811	34
3214	29
2856	29
3036	50
3158	27
2815	27
3186	35
3059	26
2799	28
3223	38
2942	26
2806	36
3215	32
2861	24
2990	54
3161	29
2817	26
3174	36
3071	25
2801	34
3218	37
2950	23
2799	33
3211	32
2868	32
2943	54
3166	27
2824	31
3163	40
3085	30
2798	34
3216	34
2963	25
2798	35
3220	29
2873	29
2903	52
3176	29
2824	28
3152	41
3100	26
2799	32
3214	36
2975	27
2797	28
3217	33
2881	26
2874	53
3182	26
2826	29
3142	41
3102	27
2803	30
3212	36
2988	26
2793	32
3221	32
2886	26
2852	49
3188	29
2828	27
3129	40
3113	27
2797	31
3206	34
3003	24
2795	30
3219	34
2899	28
2834	45
3192	30
2830	27
3115	46
3119	27
2804	31
3201	36
3013	27
2792	34
3219	28
2903	29
2820	40
3197	29
2836	28
3098	47
3128	28
2804	31
3200	35
3024	24
2792	29
3218	32
2914	29
2812	43
3201	30
2837	26
3079	47
3138	26
2806	27
3193	36
3033	31
2791	33
3219	34
2917	28
2803	39
3206	34
2842	28
3053	47
3147	30
2807	30
3186	40
3042	24
2793	35
3215	29
2928	22
2801	36
3210	29
2845	27
3036	52
3149	28
2811	28
3176	37
3055	26
2791	32
3215	33
2934	24
2798	34
3210	36
2853	29
3005	54
3156	29
2809	31
3169	42
3065	26
2793	33
3208	38
2947	25
2797	33
