tensao1,potencia1,tensao2,potencia2
0.4981963488520407,4.063037887478674e-05,0.9043760557432432,7.375634501297029e-05
0.4986661238155976,3.943630676264072e-05,0.9036502322635135,7.816364448514473e-05
0.4984312363338192,4.188133920617938e-05,0.9072793496621621,7.399312300659137e-05
0.4986661238155976,3.943630676264072e-05,0.9036502322635135,7.146390352927516e-05
0.4989010112973761,3.698895235096955e-05,0.9021985853040539,6.911944263789056e-05
0.4991358987791545,3.700636711196341e-05,0.9007469383445944,7.568644441551797e-05
0.4991358987791545,4.194054939355853e-05,0.9043760557432432,8.493154880281429e-05
0.4984312363338192,4.188133920617938e-05,0.9043760557432432,7.599138577093909e-05
0.4989010112973761,4.192081266443215e-05,0.9051018792229728,7.15787049807278e-05
0.4993707862609328,3.578965581052536e-05,0.9036502322635135,7.593039749985486e-05
0.4989010112973761,3.945488250770085e-05,0.9021985853040539,7.134910207782251e-05
0.4989010112973761,4.438674282116346e-05,0.9043760557432432,7.375634501297029e-05
0.4989010112973761,4.06878475860665e-05,0.9043760557432432,6.481618198109511e-05
0.4991358987791545,4.194054939355853e-05,0.9036502322635135,8.263013845572442e-05
0.4991358987791545,4.194054939355853e-05,0.9043760557432432,7.599138577093909e-05
0.4993707862609328,4.19602861226849e-05,0.9029244087837837,7.586940922877064e-05
0.4989010112973761,4.192081266443215e-05,0.9051018792229728,7.381553951137555e-05
0.4989010112973761,3.822191742933519e-05,0.9029244087837837,7.586940922877064e-05
0.4984312363338192,3.941773101758059e-05,0.9014727618243241,8.020316402110821e-05
0.4993707862609328,4.566266430998063e-05,0.9029244087837837,7.586940922877064e-05
0.4984312363338192,3.695412282898181e-05,0.9043760557432432,7.152130425500149e-05
0.4991358987791545,4.070700382315975e-05,0.9029244087837837,7.363795601615974e-05
0.4991358987791545,4.070700382315975e-05,0.9036502322635135,7.816364448514473e-05
0.4996056737427113,4.074531629734625e-05,0.9036502322635135,7.593039749985486e-05
0.4986661238155976,3.943630676264072e-05,0.9036502322635135,7.816364448514473e-05
0.4984312363338192,4.188133920617938e-05,0.9029244087837837,7.140650280354884e-05
0.4991358987791545,4.194054939355853e-05,0.9051018792229728,7.828920857267105e-05
0.4991358987791545,4.317409496395732e-05,0.9021985853040539,7.803808039761839e-05
0.4998405612244897,4.323504662743583e-05,0.9043760557432432,7.599138577093909e-05
0.4989010112973761,3.945488250770085e-05,0.9058277027027025,7.611336231310752e-05
0.4991358987791545,4.070700382315975e-05,0.9036502322635135,7.146390352927516e-05
0.4986661238155976,3.943630676264072e-05,0.9036502322635135,8.263013845572442e-05
0.4991358987791545,4.317409496395732e-05,0.9051018792229728,7.828920857267105e-05
0.4986661238155976,4.066869134897324e-05,0.9051018792229728,7.381553951137555e-05
0.4989010112973761,4.438674282116346e-05,0.9021985853040539,8.026773983755034e-05
0.4991358987791545,3.700636711196341e-05,0.9051018792229728,7.605237404202329e-05
0.4996056737427113,3.951060974288121e-05,0.9029244087837837,7.140650280354884e-05
0.4989010112973761,4.06878475860665e-05,0.9036502322635135,7.816364448514473e-05
0.4984312363338192,3.941773101758059e-05,0.9036502322635135,8.486338544101427e-05
0.4991358987791545,4.070700382315975e-05,0.9029244087837837,7.363795601615974e-05
0.4993707862609328,4.319441218511681e-05,0.9051018792229728,8.052604310331879e-05
0.4991358987791545,3.823991268236219e-05,0.9043760557432432,7.599138577093909e-05
0.4993707862609328,3.949203399782109e-05,0.9029244087837837,7.586940922877064e-05
0.4984312363338192,3.941773101758059e-05,0.9043760557432432,7.375634501297029e-05
0.4989010112973761,4.192081266443215e-05,0.9036502322635135,7.593039749985486e-05
0.4993707862609328,4.19602861226849e-05,0.9036502322635135,7.369715051456501e-05
0.5000754487062682,4.325536384859535e-05,0.9036502322635135,7.146390352927516e-05
0.4993707862609328,4.072616006025299e-05,0.9029244087837837,8.033231565399245e-05
0.4993707862609328,3.949203399782109e-05,0.9007469383445944,8.01385882046661e-05
0.4986661238155976,4.190107593530576e-05,0.9036502322635135,7.593039749985486e-05
0.4991358987791545,4.070700382315975e-05,0.9043760557432432,8.046146728687669e-05
0.4984312363338192,3.941773101758059e-05,0.9043760557432432,7.822642652890789e-05
0.4989010112973761,3.945488250770085e-05,0.9043760557432432,8.046146728687669e-05
0.4991358987791545,4.070700382315975e-05,0.9051018792229728,7.605237404202329e-05
0.4991358987791545,3.700636711196341e-05,0.9029244087837837,8.256376886660335e-05
0.4986661238155976,4.190107593530576e-05,0.9029244087837837,6.694359637832704e-05
0.4991358987791545,4.070700382315975e-05,0.9036502322635135,8.263013845572442e-05
0.4986661238155976,3.943630676264072e-05,0.9051018792229728,8.499971216461429e-05
0.4984312363338192,4.188133920617938e-05,0.9036502322635135,6.699740955869548e-05
0.4991358987791545,4.564118610475488e-05,0.9029244087837837,7.140650280354884e-05
0.4996056737427113,4.198002285181129e-05,0.9043760557432432,8.046146728687669e-05
0.4998405612244897,4.07644725344395e-05,0.9043760557432432,7.822642652890789e-05
0.4991358987791545,4.070700382315975e-05,0.9043760557432432,7.822642652890789e-05
0.4989010112973761,3.822191742933519e-05,0.9043760557432432,7.152130425500149e-05
0.4989010112973761,4.31537777427978e-05,0.9029244087837837,7.810086244138155e-05
0.4989010112973761,3.575598727260389e-05,0.9072793496621621,7.623533885527596e-05
0.4986661238155976,3.82039221763082e-05,0.9036502322635135,7.369715051456501e-05
0.4986661238155976,3.943630676264072e-05,0.9029244087837837,7.586940922877064e-05
0.4991358987791545,3.947345825276097e-05,0.9036502322635135,8.039689147043458e-05
0.4991358987791545,4.070700382315975e-05,0.9021985853040539,7.803808039761839e-05
0.4986661238155976,3.697153758997568e-05,0.9036502322635135,7.146390352927516e-05
0.4993707862609328,3.949203399782109e-05,0.9036502322635135,7.816364448514473e-05
0.4984312363338192,4.064953511187999e-05,0.9029244087837837,7.363795601615974e-05
0.4979614613702624,3.938057952746036e-05,0.9051018792229728,7.15787049807278e-05
0.4989010112973761,4.06878475860665e-05,0.9051018792229728,7.605237404202329e-05
0.4989010112973761,4.06878475860665e-05,0.9051018792229728,7.605237404202329e-05
0.4993707862609328,3.949203399782109e-05,0.9036502322635135,7.816364448514473e-05
0.4991358987791545,3.947345825276097e-05,0.9043760557432432,7.375634501297029e-05
0.4989010112973761,4.192081266443215e-05,0.9043760557432432,8.493154880281429e-05
0.4991358987791545,4.070700382315975e-05,0.9021985853040539,8.026773983755034e-05
0.4991358987791545,4.194054939355853e-05,0.9043760557432432,7.375634501297029e-05
0.4996056737427113,3.951060974288121e-05,0.9072793496621621,7.847755470396055e-05
0.4989010112973761,4.192081266443215e-05,0.9043760557432432,7.599138577093909e-05
0.4984312363338192,3.572231873468241e-05,0.9021985853040539,7.580842095768641e-05
0.4991358987791545,4.070700382315975e-05,0.9043760557432432,7.599138577093909e-05
0.4991358987791545,3.700636711196341e-05,0.9036502322635135,6.253091558811577e-05
0.4991358987791545,4.070700382315975e-05,0.9043760557432432,7.822642652890789e-05
0.4989010112973761,4.06878475860665e-05,0.9036502322635135,7.593039749985486e-05
0.4986661238155976,3.943630676264072e-05,0.9036502322635135,7.369715051456501e-05
0.4989010112973761,4.192081266443215e-05,0.9043760557432432,7.822642652890789e-05
0.4998405612244897,3.952918548794133e-05,0.9058277027027025,7.163610570645413e-05
0.4989010112973761,3.945488250770085e-05,0.9051018792229728,7.15787049807278e-05
0.4984312363338192,4.064953511187999e-05,0.9043760557432432,8.046146728687669e-05
0.4993707862609328,4.19602861226849e-05,0.9036502322635135,8.263013845572442e-05
0.4986661238155976,3.573915300364315e-05,0.9058277027027025,8.059061891976091e-05
0.4989010112973761,4.06878475860665e-05,0.9036502322635135,7.593039749985486e-05
0.4979614613702624,3.445800708652781e-05,0.9036502322635135,8.263013845572442e-05
0.4986661238155976,3.943630676264072e-05,0.9043760557432432,7.375634501297029e-05
0.4989010112973761,3.945488250770085e-05,0.9065535261824323,7.169350643218046e-05
0.4991358987791545,4.070700382315975e-05,0.9043760557432432,7.375634501297029e-05
0.4991358987791545,3.947345825276097e-05,0.9043760557432432,7.822642652890789e-05
0.4991358987791545,4.317409496395732e-05,0.9029244087837837,7.586940922877064e-05
0.4991358987791545,4.687473167515365e-05,0.9051018792229728,8.052604310331879e-05
0.4984312363338192,4.064953511187999e-05,0.9029244087837837,7.586940922877064e-05
0.4993707862609328,3.702378187295728e-05,0.899295291385135,7.556446787334953e-05
0.4989010112973761,4.192081266443215e-05,0.9036502322635135,7.146390352927516e-05
0.4984312363338192,4.188133920617938e-05,0.9029244087837837,7.810086244138155e-05
0.4984312363338192,3.941773101758059e-05,0.9058277027027025,7.835199061643421e-05
0.4984312363338192,3.941773101758059e-05,0.9021985853040539,7.580842095768641e-05
0.4981963488520407,3.939915527252047e-05,0.9036502322635135,7.593039749985486e-05
0.4986661238155976,4.066869134897324e-05,0.9051018792229728,8.052604310331879e-05
0.4979614613702624,4.061122263769349e-05,0.9036502322635135,7.593039749985486e-05
0.4986661238155976,3.82039221763082e-05,0.9029244087837837,8.033231565399245e-05
0.4991358987791545,4.070700382315975e-05,0.9043760557432432,8.269650804484549e-05
0.4991358987791545,3.947345825276097e-05,0.9080051731418919,7.180830788363313e-05
0.4991358987791545,3.947345825276097e-05,0.9029244087837837,7.586940922877064e-05
0.4986661238155976,4.31334605216383e-05,0.9036502322635135,7.593039749985486e-05
0.4989010112973761,3.575598727260389e-05,0.9043760557432432,7.599138577093909e-05
0.4986661238155976,3.943630676264072e-05,0.9036502322635135,7.593039749985486e-05
0.4986661238155976,3.943630676264072e-05,0.9036502322635135,7.593039749985486e-05
0.4991358987791545,3.947345825276097e-05,0.9043760557432432,7.822642652890789e-05
0.4984312363338192,4.064953511187999e-05,0.9036502322635135,7.369715051456501e-05
0.4984312363338192,4.188133920617938e-05,0.9014727618243241,7.574743268660218e-05
0.4986661238155976,4.190107593530576e-05,0.9043760557432432,7.375634501297029e-05
